,td_a,td_b,td_ttd_a_MR_ADD,td_ttd_b_MR_ADD,td_ttd_a_MR_EXC,td_ttd_b_MR_EXC,td_ttd_a_MR_INC,td_ttd_b_MR_INC,td_ttd_a_MR_INV,td_ttd_b_MR_INV,td_ttd_a_MR_MUL,td_ttd_b_MR_MUL,td_ttd_a_MR_PER,td_ttd_b_MR_PER,td_output,ttd_output_mr_per,ttd_output_mr_add,ttd_output_mr_mul,ttd_output_mr_inv,ttd_output_mr_inc,ttd_output_mr_exc,vs_str_mr_per,vs_str_mr_add,vs_str_mr_mul,vs_str_mr_inv,vs_str_mr_inc,vs_str_mr_exc,vs_mr_per,vs_mr_add,vs_mr_mul,vs_mr_inv,vs_mr_inc,vs_mr_exc
2637,"[16, 1, 7, -5, -8, 3, 15, 13, 2, -8, 0, -5, 0, 1]","[2, 5, -3, 3, 15, 0, 4, 2, -3, 5, 15, -1, -4, 2]","[20, 5, 11, -1, -4, 7, 19, 17, 6, -4, 4, -1, 4, 5]","[6, 9, 1, 7, 19, 4, 8, 6, 1, 9, 19, 3, 0, 6]","[16, 7, -5, -8, 3, 15, 13, 2, -8, 0, -5, 0, 1]","[2, -3, 3, 15, 0, 4, 2, -3, 5, 15, -1, -4, 2]","[16, 1, 7, -5, -8, 3, 15, 4, 13, 2, -8, 0, -5, 0, 1]","[2, 5, -3, 3, 15, 0, 4, 4, 2, -3, 5, 15, -1, -4, 2]","[0.0625, 1.0, 0.14285714285714285, -0.2, -0.125, 0.3333333333333333, 0.06666666666666667, 0.07692307692307693, 0.5, -0.125, 'ZeroDivisionError', -0.2, 'ZeroDivisionError', 1.0]","[0.5, 0.2, -0.3333333333333333, 0.3333333333333333, 0.06666666666666667, 'ZeroDivisionError', 0.25, 0.5, -0.3333333333333333, 0.2, 0.06666666666666667, -1.0, -0.25, 0.5]","[64, 4, 28, -20, -32, 12, 60, 52, 8, -32, 0, -20, 0, 4]","[8, 20, -12, 12, 60, 0, 16, 8, -12, 20, 60, -4, -16, 8]","[-5, 13, -8, 1, 2, 0, 15, 0, 3, 16, 1, -8, 7, -5]","[3, 15, -3, 5, -4, 0, -3, 2, 5, 2, 4, 15, -1, 2]","[2, 1, -3, -5, -8, 0, 4, 2, -3, -8, 0, -5, -4, 1]","[-5, 13, -8, 1, -4, 0, -3, 0, 3, 2, 1, -8, -1, -5]","[6, 5, 1, -1, -4, 4, 8, 6, 1, -4, 4, -1, 0, 5]","[8, 4, -12, -20, -32, 0, 16, 8, -12, -32, 0, -20, -16, 4]",error,"[2, 1, -3, -5, -8, 0, 4, 4, 2, -3, -8, 0, -5, -4, 1]","[2, -3, -5, -8, 0, 4, 2, -3, -8, 0, -5, -4, 1]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
2638,"[14, -6, 3, 6, -6, 0, 1, 7, 7, -7]","[5, 11, 8, 3, -2, 9, -7, 7, 1, 10]","[18, -2, 7, 10, -2, 4, 5, 11, 11, -3]","[9, 15, 12, 7, 2, 13, -3, 11, 5, 14]","[14, -6, 3, 6, -6, 0, 1, 7, -7]","[5, 11, 8, 3, -2, 9, -7, 7, 10]","[14, -6, 3, 6, -6, 0, 1, 7, 7, -7, 4]","[5, 11, 8, 3, -2, 9, -7, 7, 1, 10, 4]","[0.07142857142857142, -0.16666666666666666, 0.3333333333333333, 0.16666666666666666, -0.16666666666666666, 'ZeroDivisionError', 1.0, 0.14285714285714285, 0.14285714285714285, -0.14285714285714285]","[0.2, 0.09090909090909091, 0.125, 0.3333333333333333, -0.5, 0.1111111111111111, -0.14285714285714285, 0.14285714285714285, 1.0, 0.1]","[56, -24, 12, 24, -24, 0, 4, 28, 28, -28]","[20, 44, 32, 12, -8, 36, -28, 28, 4, 40]","[-6, -6, 14, 7, -7, 7, 1, 6, 0, 3]","[11, 7, 3, -2, -7, 5, 9, 10, 8, 1]","[5, -6, 3, 3, -6, 0, -7, 7, 1, -7]","[-6, -6, 3, -2, -7, 5, 1, 6, 0, 1]","[9, -2, 7, 7, -2, 4, -3, 11, 5, -3]","[20, -24, 12, 12, -24, 0, -28, 28, 4, -28]",error,"[5, -6, 3, 3, -6, 0, -7, 7, 1, -7, 4]","[5, -6, 3, 3, -6, 0, -7, 7, -7]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
2639,"[-6, 1, -1, -4, -12]","[-6, -8, -10, 6, -9]","[-2, 5, 3, 0, -8]","[-2, -4, -6, 10, -5]","[-6, 1, -1, -4]","[-6, -8, -10, 6]","[-6, 4, 1, -1, -4, -12]","[-6, 4, -8, -10, 6, -9]","[-0.16666666666666666, 1.0, -1.0, -0.25, -0.08333333333333333]","[-0.16666666666666666, -0.125, -0.1, 0.16666666666666666, -0.1111111111111111]","[-24, 4, -4, -16, -48]","[-24, -32, -40, 24, -36]","[-1, 1, -4, -6, -12]","[-6, 6, -8, -10, -9]","[-6, -8, -10, -4, -12]","[-6, 1, -8, -10, -12]","[-2, -4, -6, 0, -8]","[-24, -32, -40, -16, -48]","[-0.16666666666666666, -0.125, -1.0, -0.25, -0.1111111111111111]","[-6, 4, -8, -10, -4, -12]","[-6, -8, -10, -4]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
2640,"[8, -9, 9, 2, -7, -9, 7, 8, -8, 6, -6, -6, 9]","[0, -6, -7, -9, -3, 1, -4, 10, 6, -1, 2, -4, -7]","[12, -5, 13, 6, -3, -5, 11, 12, -4, 10, -2, -2, 13]","[4, -2, -3, -5, 1, 5, 0, 14, 10, 3, 6, 0, -3]","[8, -9, 9, -7, -9, 7, 8, -8, 6, -6, -6, 9]","[0, -6, -7, -3, 1, -4, 10, 6, -1, 2, -4, -7]","[8, -9, 9, 2, -7, -9, 7, 8, -8, 6, -6, -6, 4, 9]","[0, -6, -7, -9, -3, 1, -4, 10, 6, -1, 2, -4, 4, -7]","[0.125, -0.1111111111111111, 0.1111111111111111, 0.5, -0.14285714285714285, -0.1111111111111111, 0.14285714285714285, 0.125, -0.125, 0.16666666666666666, -0.16666666666666666, -0.16666666666666666, 0.1111111111111111]","['ZeroDivisionError', -0.16666666666666666, -0.14285714285714285, -0.1111111111111111, -0.3333333333333333, 1.0, -0.25, 0.1, 0.16666666666666666, -1.0, 0.5, -0.25, -0.14285714285714285]","[32, -36, 36, 8, -28, -36, 28, 32, -32, 24, -24, -24, 36]","[0, -24, -28, -36, -12, 4, -16, 40, 24, -4, 8, -16, -28]","[8, -9, -6, -6, 7, -7, 9, -8, 8, -9, 9, 2, 6]","[-1, -6, 6, -7, -7, -4, -3, -9, 2, 10, -4, 0, 1]","[0, -9, -7, -9, -7, -9, -4, 8, -8, -1, -6, -6, -7]","[-1, -9, -6, -7, -7, -7, -3, -9, 2, -9, -4, 0, 1]","[4, -5, -3, -5, -3, -5, 0, 12, -4, 3, -2, -2, -3]","[0, -36, -28, -36, -28, -36, -16, 32, -32, -4, -24, -24, -28]",error,"[0, -9, -7, -9, -7, -9, -4, 8, -8, -1, -6, -6, 4, -7]","[0, -9, -7, -7, -9, -4, 8, -8, -1, -6, -6, -7]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
2641,"[-3, -15, 0, -12, -8, 0, -17, 1, 0, -14, -3, -2, 3, -14]","[-2, -3, 4, -8, -13, 4, -13, -18, -12, 1, 4, -6, -9, -17]","[1, -11, 4, -8, -4, 4, -13, 5, 4, -10, 1, 2, 7, -10]","[2, 1, 8, -4, -9, 8, -9, -14, -8, 5, 8, -2, -5, -13]","[-3, -15, 0, -12, -8, -17, 1, 0, -14, -3, -2, 3, -14]","[-2, -3, 4, -8, -13, -13, -18, -12, 1, 4, -6, -9, -17]","[-3, -15, 0, -12, -8, 0, -17, 1, 0, -14, -3, -2, 3, -14, 4]","[-2, -3, 4, -8, -13, 4, -13, -18, -12, 1, 4, -6, -9, -17, 4]","[-0.3333333333333333, -0.06666666666666667, 'ZeroDivisionError', -0.08333333333333333, -0.125, 'ZeroDivisionError', -0.058823529411764705, 1.0, 'ZeroDivisionError', -0.07142857142857142, -0.3333333333333333, -0.5, 0.3333333333333333, -0.07142857142857142]","[-0.5, -0.3333333333333333, 0.25, -0.125, -0.07692307692307693, 0.25, -0.07692307692307693, -0.05555555555555555, -0.08333333333333333, 1.0, 0.25, -0.16666666666666666, -0.1111111111111111, -0.058823529411764705]","[-12, -60, 0, -48, -32, 0, -68, 4, 0, -56, -12, -8, 12, -56]","[-8, -12, 16, -32, -52, 16, -52, -72, -48, 4, 16, -24, -36, -68]","[0, -3, -12, -3, -14, -2, 1, -8, -15, 3, -17, 0, -14, 0]","[-2, 4, 1, -13, -9, -13, 4, -18, -17, -12, 4, -8, -6, -3]","[-3, -15, 0, -12, -13, 0, -17, -18, -12, -14, -3, -6, -9, -17]","[-2, -3, -12, -13, -14, -13, 1, -18, -17, -12, -17, -8, -14, -3]","[1, -11, 4, -8, -9, 4, -13, -14, -8, -10, 1, -2, -5, -13]","[-12, -60, 0, -48, -52, 0, -68, -72, -48, -56, -12, -24, -36, -68]",error,"[-3, -15, 0, -12, -13, 0, -17, -18, -12, -14, -3, -6, -9, -17, 4]","[-3, -15, 0, -12, -13, -17, -18, -12, -14, -3, -6, -9, -17]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
2642,"[2, 5, 6, 4, -2, -4, -1, 1, -6, 0, 3, -4, -5]","[2, 4, -6, -6, 2, 6, -2, 3, -3, -5, 3, -2, -2]","[6, 9, 10, 8, 2, 0, 3, 5, -2, 4, 7, 0, -1]","[6, 8, -2, -2, 6, 10, 2, 7, 1, -1, 7, 2, 2]","[2, 5, 6, 4, -2, -1, 1, -6, 0, 3, -4, -5]","[2, 4, -6, -6, 2, -2, 3, -3, -5, 3, -2, -2]","[2, 5, 6, 4, -2, -4, -1, 1, -6, 0, 4, 3, -4, -5]","[2, 4, -6, -6, 2, 6, -2, 3, -3, -5, 4, 3, -2, -2]","[0.5, 0.2, 0.16666666666666666, 0.25, -0.5, -0.25, -1.0, 1.0, -0.16666666666666666, 'ZeroDivisionError', 0.3333333333333333, -0.25, -0.2]","[0.5, 0.25, -0.16666666666666666, -0.16666666666666666, 0.5, 0.16666666666666666, -0.5, 0.3333333333333333, -0.3333333333333333, -0.2, 0.3333333333333333, -0.5, -0.5]","[8, 20, 24, 16, -8, -16, -4, 4, -24, 0, 12, -16, -20]","[8, 16, -24, -24, 8, 24, -8, 12, -12, -20, 12, -8, -8]","[4, 6, -4, -6, -5, 2, -1, 0, 3, 1, 5, -2, -4]","[4, -5, -3, -2, -2, 2, 3, -2, -6, 6, 3, 2, -6]","[2, 4, -6, -6, -2, -4, -2, 1, -6, -5, 3, -4, -5]","[4, -5, -4, -6, -5, 2, -1, -2, -6, 1, 3, -2, -6]","[6, 8, -2, -2, 2, 0, 2, 5, -2, -1, 7, 0, -1]","[8, 16, -24, -24, -8, -16, -8, 4, -24, -20, 12, -16, -20]",error,"[2, 4, -6, -6, -2, -4, -2, 1, -6, -5, 4, 3, -4, -5]","[2, 4, -6, -6, -2, -2, 1, -6, -5, 3, -4, -5]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
2643,"[-5, 16, 15, 0, -6, 0, 2, -5, -6, 17, 18, -5, -4]","[-6, 15, -7, 16, 18, 16, 3, 8, 10, 10, -5, 17, 10]","[-1, 20, 19, 4, -2, 4, 6, -1, -2, 21, 22, -1, 0]","[-2, 19, -3, 20, 22, 20, 7, 12, 14, 14, -1, 21, 14]","[-5, 16, 15, 0, -6, 0, 2, -5, -6, 18, -5, -4]","[-6, 15, -7, 16, 18, 16, 3, 8, 10, -5, 17, 10]","[-5, 16, 4, 15, 0, -6, 0, 2, -5, -6, 17, 18, -5, -4]","[-6, 15, 4, -7, 16, 18, 16, 3, 8, 10, 10, -5, 17, 10]","[-0.2, 0.0625, 0.06666666666666667, 'ZeroDivisionError', -0.16666666666666666, 'ZeroDivisionError', 0.5, -0.2, -0.16666666666666666, 0.058823529411764705, 0.05555555555555555, -0.2, -0.25]","[-0.16666666666666666, 0.06666666666666667, -0.14285714285714285, 0.0625, 0.05555555555555555, 0.0625, 0.3333333333333333, 0.125, 0.1, 0.1, -0.2, 0.058823529411764705, 0.1]","[-20, 64, 60, 0, -24, 0, 8, -20, -24, 68, 72, -20, -16]","[-24, 60, -28, 64, 72, 64, 12, 32, 40, 40, -20, 68, 40]","[15, -5, 0, -6, -5, 0, -5, -6, 18, 16, 2, 17, -4]","[10, -6, 15, 18, 3, 10, -5, 16, 17, 16, 8, -7, 10]","[-6, 15, -7, 0, -6, 0, 2, -5, -6, 10, -5, -5, -4]","[10, -6, 0, -6, -5, 0, -5, -6, 17, 16, 2, -7, -4]","[-2, 19, -3, 4, -2, 4, 6, -1, -2, 14, -1, -1, 0]","[-24, 60, -28, 0, -24, 0, 8, -20, -24, 40, -20, -20, -16]",error,"[-6, 15, 4, -7, 0, -6, 0, 2, -5, -6, 10, -5, -5, -4]","[-6, 15, -7, 0, -6, 0, 2, -5, -6, -5, -5, -4]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
2644,"[10, -3, 2, -6, -4, -1, -2, 8, 0]","[-7, -6, 3, -8, 9, -1, 6, 6, -10]","[14, 1, 6, -2, 0, 3, 2, 12, 4]","[-3, -2, 7, -4, 13, 3, 10, 10, -6]","[10, -3, -6, -4, -1, -2, 8, 0]","[-7, -6, -8, 9, -1, 6, 6, -10]","[10, -3, 4, 2, -6, -4, -1, -2, 8, 0]","[-7, -6, 4, 3, -8, 9, -1, 6, 6, -10]","[0.1, -0.3333333333333333, 0.5, -0.16666666666666666, -0.25, -1.0, -0.5, 0.125, 'ZeroDivisionError']","[-0.14285714285714285, -0.16666666666666666, 0.3333333333333333, -0.125, 0.1111111111111111, -1.0, 0.16666666666666666, 0.16666666666666666, -0.1]","[40, -12, 8, -24, -16, -4, -8, 32, 0]","[-28, -24, 12, -32, 36, -4, 24, 24, -40]","[8, -3, -4, -2, 10, -1, 2, -6, 0]","[6, -10, -6, -8, -7, 6, 9, 3, -1]","[-7, -6, 2, -8, -4, -1, -2, 6, -10]","[6, -10, -6, -8, -7, -1, 2, -6, -1]","[-3, -2, 6, -4, 0, 3, 2, 10, -6]","[-28, -24, 8, -32, -16, -4, -8, 24, -40]",error,"[-7, -6, 4, 2, -8, -4, -1, -2, 6, -10]","[-7, -6, -8, -4, -1, -2, 6, -10]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
2645,"[3, 7, -4, 15, 13, 5, -5, 9, -6]","[15, -4, -4, -4, 14, -7, -8, -5, 18]","[7, 11, 0, 19, 17, 9, -1, 13, -2]","[19, 0, 0, 0, 18, -3, -4, -1, 22]","[3, -4, 15, 13, 5, -5, 9, -6]","[15, -4, -4, 14, -7, -8, -5, 18]","[3, 4, 7, -4, 15, 13, 5, -5, 9, -6]","[15, 4, -4, -4, -4, 14, -7, -8, -5, 18]","[0.3333333333333333, 0.14285714285714285, -0.25, 0.06666666666666667, 0.07692307692307693, 0.2, -0.2, 0.1111111111111111, -0.16666666666666666]","[0.06666666666666667, -0.25, -0.25, -0.25, 0.07142857142857142, -0.14285714285714285, -0.125, -0.2, 0.05555555555555555]","[12, 28, -16, 60, 52, 20, -20, 36, -24]","[60, -16, -16, -16, 56, -28, -32, -20, 72]","[15, -6, 13, -4, 3, 5, 9, 7, -5]","[-8, -4, -4, 15, -5, 14, 18, -4, -7]","[3, -4, -4, -4, 13, -7, -8, -5, -6]","[-8, -6, -4, -4, -5, 5, 9, -4, -7]","[7, 0, 0, 0, 17, -3, -4, -1, -2]","[12, -16, -16, -16, 52, -28, -32, -20, -24]","[0.06666666666666667, -0.25, -0.25, -0.25, 0.07142857142857142, -0.14285714285714285, -0.2, -0.2, -0.16666666666666666]","[3, 4, -4, -4, -4, 13, -7, -8, -5, -6]","[3, -4, -4, 13, -7, -8, -5, -6]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
2646,"[7, 7, 6, 2, 3, -2, -12, 3, -12, 7, -12, -1, -1, 4]","[6, 8, -4, -1, -1, 1, -9, -12, -9, -10, -1, -6, -9, -1]","[11, 11, 10, 6, 7, 2, -8, 7, -8, 11, -8, 3, 3, 8]","[10, 12, 0, 3, 3, 5, -5, -8, -5, -6, 3, -2, -5, 3]","[7, 7, 6, 2, 3, -2, -12, 3, 7, -12, -1, -1, 4]","[6, 8, -4, -1, -1, 1, -9, -12, -10, -1, -6, -9, -1]","[7, 7, 6, 2, 3, -2, -12, 3, -12, 7, -12, -1, -1, 4, 4]","[6, 8, -4, -1, -1, 1, -9, -12, -9, -10, -1, -6, -9, -1, 4]","[0.14285714285714285, 0.14285714285714285, 0.16666666666666666, 0.5, 0.3333333333333333, -0.5, -0.08333333333333333, 0.3333333333333333, -0.08333333333333333, 0.14285714285714285, -0.08333333333333333, -1.0, -1.0, 0.25]","[0.16666666666666666, 0.125, -0.25, -1.0, -1.0, 1.0, -0.1111111111111111, -0.08333333333333333, -0.1111111111111111, -0.1, -1.0, -0.16666666666666666, -0.1111111111111111, -1.0]","[28, 28, 24, 8, 12, -8, -48, 12, -48, 28, -48, -4, -4, 16]","[24, 32, -16, -4, -4, 4, -36, -48, -36, -40, -4, -24, -36, -4]","[-12, 7, 7, 2, 4, 6, -2, 3, 7, -12, 3, -1, -1, -12]","[1, -1, 8, -1, -6, -12, 6, -4, -9, -1, -9, -9, -1, -10]","[6, 7, -4, -1, -1, -2, -12, -12, -12, -10, -12, -6, -9, -1]","[-12, -1, 7, -1, -6, -12, -2, -4, -9, -12, -9, -9, -1, -12]","[10, 11, 0, 3, 3, 2, -8, -8, -8, -6, -8, -2, -5, 3]","[24, 28, -16, -4, -4, -8, -48, -48, -48, -40, -48, -24, -36, -4]","[0.14285714285714285, 0.125, -0.25, -1.0, -1.0, -0.5, -0.1111111111111111, -0.08333333333333333, -0.1111111111111111, -0.1, -1.0, -1.0, -1.0, -1.0]","[6, 7, -4, -1, -1, -2, -12, -12, -12, -10, -12, -6, -9, -1, 4]","[6, 7, -4, -1, -1, -2, -12, -12, -10, -12, -6, -9, -1]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
2647,"[6, -12, 0]","[0, -2, 6]","[10, -8, 4]","[4, 2, 10]","[6, -12]","[0, -2]","[6, 4, -12, 0]","[0, 4, -2, 6]","[0.16666666666666666, -0.08333333333333333, 'ZeroDivisionError']","['ZeroDivisionError', -0.5, 0.16666666666666666]","[24, -48, 0]","[0, -8, 24]","[-12, 0, 6]","[6, -2, 0]","[0, -12, 0]","[-12, -2, 0]","[4, -8, 4]","[0, -48, 0]",error,"[0, 4, -12, 0]","[0, -12]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
2648,"[-3, -15, -8, -2, -15, -14, 4, -3, 2, -9, -17, -14, -15]","[3, 2, 4, -10, -2, -16, -5, 4, 3, -15, -5, -11, -17]","[1, -11, -4, 2, -11, -10, 8, 1, 6, -5, -13, -10, -11]","[7, 6, 8, -6, 2, -12, -1, 8, 7, -11, -1, -7, -13]","[-3, -15, -8, -2, -15, -14, -3, 2, -9, -17, -14, -15]","[3, 2, 4, -10, -2, -16, 4, 3, -15, -5, -11, -17]","[-3, -15, -8, -2, -15, -14, 4, -3, 2, -9, -17, -14, -15, 4]","[3, 2, 4, -10, -2, -16, -5, 4, 3, -15, -5, -11, -17, 4]","[-0.3333333333333333, -0.06666666666666667, -0.125, -0.5, -0.06666666666666667, -0.07142857142857142, 0.25, -0.3333333333333333, 0.5, -0.1111111111111111, -0.058823529411764705, -0.07142857142857142, -0.06666666666666667]","[0.3333333333333333, 0.5, 0.25, -0.1, -0.5, -0.0625, -0.2, 0.25, 0.3333333333333333, -0.06666666666666667, -0.2, -0.09090909090909091, -0.058823529411764705]","[-12, -60, -32, -8, -60, -56, 16, -12, 8, -36, -68, -56, -60]","[12, 8, 16, -40, -8, -64, -20, 16, 12, -60, -20, -44, -68]","[-14, -15, -3, -9, -15, 2, 4, -14, -3, -2, -8, -15, -17]","[-15, -10, -11, -16, -17, 3, 4, -5, -2, 3, 2, 4, -5]","[-3, -15, -8, -10, -15, -16, -5, -3, 2, -15, -17, -14, -17]","[-15, -15, -11, -16, -17, 2, 4, -14, -3, -2, -8, -15, -17]","[1, -11, -4, -6, -11, -12, -1, 1, 6, -11, -13, -10, -13]","[-12, -60, -32, -40, -60, -64, -20, -12, 8, -60, -68, -56, -68]","[-0.3333333333333333, -0.06666666666666667, -0.125, -0.5, -0.5, -0.07142857142857142, -0.2, -0.3333333333333333, 0.3333333333333333, -0.1111111111111111, -0.2, -0.09090909090909091, -0.06666666666666667]","[-3, -15, -8, -10, -15, -16, -5, -3, 2, -15, -17, -14, -17, 4]","[-3, -15, -8, -10, -15, -16, -3, 2, -15, -17, -14, -17]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
2649,[6],[3],[10],[7],[],[],"[4, 6]","[4, 3]",[0.16666666666666666],[0.3333333333333333],[24],[12],[6],[3],[3],[3],[7],[12],[0.16666666666666666],"[4, 3]",[],No-violate,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0,0
2650,"[17, 2, -6, 2, -6, 12, 9, -8, 1, 4]","[11, 7, 2, 14, -11, 12, -13, 7, 14, -12]","[21, 6, -2, 6, -2, 16, 13, -4, 5, 8]","[15, 11, 6, 18, -7, 16, -9, 11, 18, -8]","[17, 2, -6, 2, -6, 12, 9, 1, 4]","[11, 7, 2, 14, -11, 12, -13, 14, -12]","[17, 2, -6, 2, -6, 12, 9, -8, 1, 4, 4]","[11, 7, 2, 14, -11, 12, -13, 7, 14, 4, -12]","[0.058823529411764705, 0.5, -0.16666666666666666, 0.5, -0.16666666666666666, 0.08333333333333333, 0.1111111111111111, -0.125, 1.0, 0.25]","[0.09090909090909091, 0.14285714285714285, 0.5, 0.07142857142857142, -0.09090909090909091, 0.08333333333333333, -0.07692307692307693, 0.14285714285714285, 0.07142857142857142, -0.08333333333333333]","[68, 8, -24, 8, -24, 48, 36, -32, 4, 16]","[44, 28, 8, 56, -44, 48, -52, 28, 56, -48]","[-8, -6, 2, 9, 12, -6, 2, 1, 17, 4]","[-13, -12, 11, -11, 14, 14, 12, 2, 7, 7]","[11, 2, -6, 2, -11, 12, -13, -8, 1, -12]","[-13, -12, 2, -11, 12, -6, 2, 1, 7, 4]","[15, 6, -2, 6, -7, 16, -9, -4, 5, -8]","[44, 8, -24, 8, -44, 48, -52, -32, 4, -48]","[0.058823529411764705, 0.14285714285714285, -0.16666666666666666, 0.07142857142857142, -0.16666666666666666, 0.08333333333333333, -0.07692307692307693, -0.125, 0.07142857142857142, -0.08333333333333333]","[11, 2, -6, 2, -11, 12, -13, -8, 1, 4, -12]","[11, 2, -6, 2, -11, 12, -13, 1, -12]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
2651,"[-11, -6, 3, -12, 4, 11, -18, -12, 0, 7, 4]","[-9, 8, 10, -6, -16, 10, -15, 8, -18, 11, -6]","[-7, -2, 7, -8, 8, 15, -14, -8, 4, 11, 8]","[-5, 12, 14, -2, -12, 14, -11, 12, -14, 15, -2]","[-6, 3, -12, 4, 11, -18, -12, 0, 7, 4]","[8, 10, -6, -16, 10, -15, 8, -18, 11, -6]","[-11, -6, 3, -12, 4, 11, -18, 4, -12, 0, 7, 4]","[-9, 8, 10, -6, -16, 10, -15, 4, 8, -18, 11, -6]","[-0.09090909090909091, -0.16666666666666666, 0.3333333333333333, -0.08333333333333333, 0.25, 0.09090909090909091, -0.05555555555555555, -0.08333333333333333, 'ZeroDivisionError', 0.14285714285714285, 0.25]","[-0.1111111111111111, 0.125, 0.1, -0.16666666666666666, -0.0625, 0.1, -0.06666666666666667, 0.125, -0.05555555555555555, 0.09090909090909091, -0.16666666666666666]","[-44, -24, 12, -48, 16, 44, -72, -48, 0, 28, 16]","[-36, 32, 40, -24, -64, 40, -60, 32, -72, 44, -24]","[-11, 4, 0, 11, -12, -12, 3, 4, -6, 7, -18]","[10, -18, 8, 8, 11, -6, 10, -15, -9, -16, -6]","[-11, -6, 3, -12, -16, 10, -18, -12, -18, 7, -6]","[-11, -18, 0, 8, -12, -12, 3, -15, -9, -16, -18]","[-7, -2, 7, -8, -12, 14, -14, -8, -14, 11, -2]","[-44, -24, 12, -48, -64, 40, -72, -48, -72, 28, -24]",error,"[-11, -6, 3, -12, -16, 10, -18, 4, -12, -18, 7, -6]","[-6, 3, -12, -16, 10, -18, -12, -18, 7, -6]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
2652,"[3, 2, 3, -8, -2, -13, 5, 5, -9, -9, -2, -1, 1]","[-12, -2, 2, -7, -1, -5, -14, -5, -7, -14, -14, -11, -5]","[7, 6, 7, -4, 2, -9, 9, 9, -5, -5, 2, 3, 5]","[-8, 2, 6, -3, 3, -1, -10, -1, -3, -10, -10, -7, -1]","[3, 2, -8, -2, -13, 5, 5, -9, -9, -2, -1, 1]","[-12, -2, -7, -1, -5, -14, -5, -7, -14, -14, -11, -5]","[3, 2, 3, -8, -2, 4, -13, 5, 5, -9, -9, -2, -1, 1]","[-12, -2, 2, -7, -1, 4, -5, -14, -5, -7, -14, -14, -11, -5]","[0.3333333333333333, 0.5, 0.3333333333333333, -0.125, -0.5, -0.07692307692307693, 0.2, 0.2, -0.1111111111111111, -0.1111111111111111, -0.5, -1.0, 1.0]","[-0.08333333333333333, -0.5, 0.5, -0.14285714285714285, -1.0, -0.2, -0.07142857142857142, -0.2, -0.14285714285714285, -0.07142857142857142, -0.07142857142857142, -0.09090909090909091, -0.2]","[12, 8, 12, -32, -8, -52, 20, 20, -36, -36, -8, -4, 4]","[-48, -8, 8, -28, -4, -20, -56, -20, -28, -56, -56, -44, -20]","[5, -9, 5, -1, 1, -13, -9, -2, 3, 3, 2, -8, -2]","[2, -5, -14, -2, -14, -11, -12, -7, -14, -1, -5, -5, -7]","[-12, -2, 2, -8, -2, -13, -14, -5, -9, -14, -14, -11, -5]","[2, -9, -14, -2, -14, -13, -12, -7, -14, -1, -5, -8, -7]","[-8, 2, 6, -4, 2, -9, -10, -1, -5, -10, -10, -7, -1]","[-48, -8, 8, -32, -8, -52, -56, -20, -36, -56, -56, -44, -20]","[-0.08333333333333333, -0.5, 0.3333333333333333, -0.14285714285714285, -1.0, -0.2, -0.07142857142857142, -0.2, -0.14285714285714285, -0.1111111111111111, -0.5, -1.0, -0.2]","[-12, -2, 2, -8, -2, 4, -13, -14, -5, -9, -14, -14, -11, -5]","[-12, -2, -8, -2, -13, -14, -5, -9, -14, -14, -11, -5]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
2653,"[-10, -17]","[11, -8]","[-6, -13]","[15, -4]",[-10],[11],"[-10, -17, 4]","[11, -8, 4]","[-0.1, -0.058823529411764705]","[0.09090909090909091, -0.125]","[-40, -68]","[44, -32]","[-17, -10]","[-8, 11]","[-10, -17]","[-17, -10]","[-6, -13]","[-40, -68]","[-0.1, -0.125]","[-10, -17, 4]",[-10],No-violate,No-violate,Violate,Violate,No-violate,No-violate,0,0,1,1,0,0
2654,[-15],[-16],[-11],[-12],[],[],"[4, -15]","[4, -16]",[-0.06666666666666667],[-0.0625],[-60],[-64],[-15],[-16],[-16],[-16],[-12],[-64],[-0.06666666666666667],"[4, -16]",[],No-violate,No-violate,Violate,Violate,No-violate,No-violate,0,0,1,1,0,0
