,td_a,td_b,td_ttd_a_MR_ADD,td_ttd_b_MR_ADD,td_ttd_a_MR_EXC,td_ttd_b_MR_EXC,td_ttd_a_MR_INC,td_ttd_b_MR_INC,td_ttd_a_MR_INV,td_ttd_b_MR_INV,td_ttd_a_MR_MUL,td_ttd_b_MR_MUL,td_ttd_a_MR_PER,td_ttd_b_MR_PER,td_output,ttd_output_mr_per,ttd_output_mr_add,ttd_output_mr_mul,ttd_output_mr_inv,ttd_output_mr_inc,ttd_output_mr_exc,vs_str_mr_per,vs_str_mr_add,vs_str_mr_mul,vs_str_mr_inv,vs_str_mr_inc,vs_str_mr_exc,vs_mr_per,vs_mr_add,vs_mr_mul,vs_mr_inv,vs_mr_inc,vs_mr_exc
2018,"[3, -4, -4, 16, 9, 3]","[10, -10, 4, 9, 0, 6]","[11, 4, 4, 24, 17, 11]","[14, -6, 8, 13, 4, 10]","[3, -4, -4, 9, 3]","[10, -10, 4, 0, 6]","[3, -4, -4, 16, 8, 9, 3]","[10, -10, 4, 9, 4, 0, 6]","[-0.042857142857142844, 0.06666666666666665, 0.125, 0.25396825396825395, 0.1111111111111111, -0.3333333333333333]","[0.1, -0.1, 0.25, 0.1111111111111111, 'ZeroDivisionError', 0.16666666666666666]","[12, -16, -16, 64, 36, 12]","[40, -40, 16, 36, 0, 24]","[13, 15, 7, 3, -18, 3]","[4, 9, 0, 6, -10, 10]","[3, -4, -4, 16, 9, 3]","[13, 15, 7, 3, -18, 3]","[11, 4, 4, 24, 17, 11]","[12, -16, -16, 64, 36, 12]",error,"[3, -4, -4, 16, 8, 9, 3]","[3, -4, -4, 9, 3]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
2019,"[2, 13, 4, 3, 14, 21, 5, 0, -2, 8]","[0, 12, -9, 2, 9, 9, 13, 7, 5, -3]","[10, 21, 12, 11, 22, 29, 13, 8, 6, 16]","[4, 16, -5, 6, 13, 13, 17, 11, 9, 1]","[2, 13, 3, 14, 21, 5, 0, -2, 8]","[0, 12, 2, 9, 9, 13, 7, 5, -3]","[8, 2, 13, 4, 3, 14, 21, 5, 0, -2, 8]","[4, 0, 12, -9, 2, 9, 9, 13, 7, 5, -3]","[0.5, 1.0, 0.07692307692307693, 1.0, 0.2, 0.08333333333333333, -0.125, -0.14285714285714285, -0.14285714285714285, 0.09090909090909091]","['ZeroDivisionError', 0.08333333333333333, -0.1111111111111111, 0.5, 0.1111111111111111, 0.1111111111111111, 0.07692307692307693, 0.14285714285714285, 0.2, -0.3333333333333333]","[8, 52, 16, 12, 56, 84, 20, 0, -8, 32]","[0, 48, -36, 8, 36, 36, 52, 28, 20, -12]","[13, 3, 14, 1, 8, 16, 18, -10, 2, 3]","[0, 2, 12, 9, 7, 5, 13, -3, 9, -9]","[2, 13, 4, 3, 14, 21, 5, 0, -2, 8]","[13, 3, 14, 1, 8, 16, 18, -10, 2, 3]","[10, 21, 12, 11, 22, 29, 13, 8, 6, 16]","[8, 52, 16, 12, 56, 84, 20, 0, -8, 32]",error,"[8, 2, 13, 4, 3, 14, 21, 5, 0, -2, 8]","[2, 13, 3, 14, 21, 5, 0, -2, 8]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
2020,"[-1, 1, 10, 17, 32, 12, 19, -5, -6]","[5, -4, -3, 2, 16, 6, 13, 3, -9]","[7, 9, 18, 25, 40, 20, 27, 3, 2]","[9, 0, 1, 6, 20, 10, 17, 7, -5]","[-1, 1, 10, 17, 32, 19, -5, -6]","[5, -4, -3, 2, 16, 13, 3, -9]","[-1, 8, 1, 10, 17, 32, 12, 19, -5, -6]","[5, 4, -4, -3, 2, 16, 6, 13, 3, -9]","[0.033333333333333354, -0.04999999999999999, -0.2564102564102564, 0.5666666666666667, 0.125, 0.3333333333333333, 0.24358974358974358, 0.20833333333333331, 0.2222222222222222]","[0.2, -0.25, -0.3333333333333333, 0.5, 0.0625, 0.16666666666666666, 0.07692307692307693, 0.3333333333333333, -0.1111111111111111]","[-4, 4, 40, 68, 128, 48, 76, -20, -24]","[20, -16, -12, 8, 64, 24, 52, 12, -36]","[7, 18, 21, 5, 29, 3, -2, 1, -3]","[13, 3, 5, 2, 16, -3, 6, -4, -9]","[-1, 1, 10, 17, 32, 12, 19, -5, -6]","[7, 18, 21, 5, 29, 3, -2, 1, -3]","[7, 9, 18, 25, 40, 20, 27, 3, 2]","[-4, 4, 40, 68, 128, 48, 76, -20, -24]","[0.033333333333333354, -0.04999999999999999, -0.2564102564102564, 0.5666666666666667, 0.125, 0.3333333333333333, 0.24358974358974358, 0.20833333333333331, 0.2222222222222222]","[-1, 8, 1, 10, 17, 32, 12, 19, -5, -6]","[-1, 1, 10, 17, 32, 19, -5, -6]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
2021,"[24, 4, 25, 13, -22, -5, 13, 25, -11, 7, -6]","[13, 11, 17, 6, -10, -2, 12, 8, -2, 15, -12]","[32, 12, 33, 21, -14, 3, 21, 33, -3, 15, 2]","[17, 15, 21, 10, -6, 2, 16, 12, 2, 19, -8]","[24, 4, 25, 13, -22, 13, 25, -11, 7, -6]","[13, 11, 17, 6, -10, 12, 8, -2, 15, -12]","[24, 4, 25, 13, -22, -5, 13, 25, -11, 7, 8, -6]","[13, 11, 17, 6, -10, -2, 12, 8, -2, 15, 4, -12]","[0.16783216783216784, -0.05194805194805194, 0.18382352941176472, 0.30952380952380953, -0.18333333333333335, -0.8333333333333333, 1.0833333333333333, 0.18382352941176472, -0.6111111111111112, -0.058333333333333334, 0.08333333333333333]","[0.07692307692307693, 0.09090909090909091, 0.058823529411764705, 0.16666666666666666, -0.1, -0.5, 0.08333333333333333, 0.125, -0.5, 0.06666666666666667, -0.08333333333333333]","[96, 16, 100, 52, -88, -20, 52, 100, -44, 28, -24]","[52, 44, 68, 24, -40, -8, 48, 32, -8, 60, -48]","[1, -19, 6, 28, 29, -15, 16, 20, 3, 12, -14]","[8, -10, -2, 17, 12, -12, 15, 13, 11, 6, -2]","[24, 4, 25, 13, -22, -5, 13, 25, -11, 7, -6]","[1, -19, 6, 28, 29, -15, 16, 20, 3, 12, -14]","[32, 12, 33, 21, -14, 3, 21, 33, -3, 15, 2]","[96, 16, 100, 52, -88, -20, 52, 100, -44, 28, -24]","[0.16783216783216784, -0.05194805194805194, 0.18382352941176472, 0.30952380952380953, -0.18333333333333335, -0.8333333333333333, 1.0833333333333333, 0.18382352941176472, -0.6111111111111112, -0.058333333333333334, 0.08333333333333333]","[24, 4, 25, 13, -22, -5, 13, 25, -11, 7, 8, -6]","[24, 4, 25, 13, -22, 13, 25, -11, 7, -6]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
2022,"[17, 5, 3, -3, -9, -6, -4, -7, -6, 10, 13, -1, -5, 16]","[10, -5, -1, 7, -1, -4, -4, -6, 5, 7, 1, -2, -4, 3]","[25, 13, 11, 5, -1, 2, 4, 1, 2, 18, 21, 7, 3, 24]","[14, -1, 3, 11, 3, 0, 0, -2, 9, 11, 5, 2, 0, 7]","[17, 5, 3, -9, -6, -4, -7, -6, 10, 13, -1, -5, 16]","[10, -5, -1, -1, -4, -4, -6, 5, 7, 1, -2, -4, 3]","[17, 5, 3, -3, -9, -6, -4, -7, -6, 10, 13, -1, -5, 16, 8]","[10, -5, -1, 7, -1, -4, -4, -6, 5, 7, 1, -2, -4, 3, 4]","[0.24285714285714285, -0.1, -0.75, 0.042857142857142844, -1.125, -0.75, 'ZeroDivisionError', -1.0, -0.09090909090909091, 0.3333333333333333, 0.08333333333333333, 1.0, -1.0, 0.07692307692307693]","[0.1, -0.2, -1.0, 0.14285714285714285, -1.0, -0.25, -0.25, -0.16666666666666666, 0.2, 0.14285714285714285, 1.0, -0.5, -0.25, 0.3333333333333333]","[68, 20, 12, -12, -36, -24, -16, -28, -24, 40, 52, -4, -20, 64]","[40, -20, -4, 28, -4, -16, -16, -24, 20, 28, 4, -8, -16, 12]","[-9, -7, -14, 8, -6, -5, 11, 8, 6, 1, 3, 8, 9, 10]","[-1, -6, -4, -4, 5, -5, -2, 7, -4, 3, -1, 1, 10, 7]","[17, 5, 3, -3, -9, -6, -4, -7, -6, 10, 13, -1, -5, 16]","[-9, -7, -14, 8, -6, -5, 11, 8, 6, 1, 3, 8, 9, 10]","[25, 13, 11, 5, -1, 2, 4, 1, 2, 18, 21, 7, 3, 24]","[68, 20, 12, -12, -36, -24, -16, -28, -24, 40, 52, -4, -20, 64]",error,"[17, 5, 3, -3, -9, -6, -4, -7, -6, 10, 13, -1, -5, 16, 8]","[17, 5, 3, -9, -6, -4, -7, -6, 10, 13, -1, -5, 16]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
2023,"[0, -4, -7, -2, -9, -3, -3, -2, 7, 9, -10, -3]","[2, -5, -4, 0, -5, -5, -3, 0, 0, 7, -4, 0]","[8, 4, 1, 6, -1, 5, 5, 6, 15, 17, -2, 5]","[6, -1, 0, 4, -1, -1, 1, 4, 4, 11, 0, 4]","[0, -4, -7, -2, -9, -3, -3, -2, 7, -10, -3]","[2, -5, -4, 0, -5, -5, -3, 0, 0, -4, 0]","[0, 8, -4, -7, -2, -9, -3, -3, -2, 7, 9, -10, -3]","[2, 4, -5, -4, 0, -5, -5, -3, 0, 0, 7, -4, 0]","[0.0, 0.8, -0.5833333333333333, -0.5, -0.25, 0.5, 'ZeroDivisionError', -0.5, 0.14285714285714285, 0.5, -0.16666666666666666, -0.3333333333333333]","[0.5, -0.2, -0.25, 'ZeroDivisionError', -0.2, -0.2, -0.3333333333333333, 'ZeroDivisionError', 'ZeroDivisionError', 0.14285714285714285, -0.25, 'ZeroDivisionError']","[0, -16, -28, -8, -36, -12, -12, -8, 28, 36, -40, -12]","[8, -20, -16, 0, -20, -20, -12, 0, 0, 28, -16, 0]","[2, -3, -6, -3, 9, -5, -7, -6, 2, -2, -3, -5]","[0, 0, 0, 0, 7, -3, -5, -4, -5, 2, -4, -5]","[0, -4, -7, -2, -9, -3, -3, -2, 7, 9, -10, -3]","[2, -3, -6, -3, 9, -5, -7, -6, 2, -2, -3, -5]","[8, 4, 1, 6, -1, 5, 5, 6, 15, 17, -2, 5]","[0, -16, -28, -8, -36, -12, -12, -8, 28, 36, -40, -12]",error,"[0, 8, -4, -7, -2, -9, -3, -3, -2, 7, 9, -10, -3]","[0, -4, -7, -2, -9, -3, -3, -2, 7, -10, -3]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
2024,"[11, -25, -11, -20, 9, -13, 11, -23, -22, 12]","[10, -15, -6, -15, 1, -9, 1, -14, -9, 3]","[19, -17, -3, -12, 17, -5, 19, -15, -14, 20]","[14, -11, -2, -11, 5, -5, 5, -10, -5, 7]","[11, -25, -20, 9, -13, 11, -23, -22, 12]","[10, -15, -15, 1, -9, 1, -14, -9, 3]","[11, -25, -11, -20, 9, -13, 11, -23, 8, -22, 12]","[10, -15, -6, -15, 1, -9, 1, -14, 4, -9, 3]","[1.1, -0.16666666666666669, -0.3666666666666667, -0.26666666666666666, 1.125, -0.3611111111111111, 1.1, -0.18253968253968253, -0.18803418803418803, 0.4444444444444444]","[0.1, -0.06666666666666667, -0.16666666666666666, -0.06666666666666667, 1.0, -0.1111111111111111, 1.0, -0.07142857142857142, -0.1111111111111111, 0.3333333333333333]","[44, -100, -44, -80, 36, -52, 44, -92, -88, 48]","[40, -60, -24, -60, 4, -36, 4, -56, -36, 12]","[-24, -22, -14, 2, -19, 2, 5, 11, -24, 12]","[-14, -9, -9, 1, -15, -6, 10, 1, -15, 3]","[11, -25, -11, -20, 9, -13, 11, -23, -22, 12]","[-24, -22, -14, 2, -19, 2, 5, 11, -24, 12]","[19, -17, -3, -12, 17, -5, 19, -15, -14, 20]","[44, -100, -44, -80, 36, -52, 44, -92, -88, 48]","[1.1, -0.16666666666666669, -0.3666666666666667, -0.26666666666666666, 1.125, -0.3611111111111111, 1.1, -0.18253968253968253, -0.18803418803418803, 0.4444444444444444]","[11, -25, -11, -20, 9, -13, 11, -23, 8, -22, 12]","[11, -25, -20, 9, -13, 11, -23, -22, 12]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
2025,"[-5, -5, 8, -24, 5, 21, -15, -10]","[3, -5, -5, -10, -1, 17, -8, 1]","[3, 3, 16, -16, 13, 29, -7, -2]","[7, -1, -1, -6, 3, 21, -4, 5]","[-5, -5, 8, -24, 5, 21, -10]","[3, -5, -5, -10, -1, 17, 1]","[-5, -5, 8, -24, 5, 21, -15, 8, -10]","[3, -5, -5, -10, -1, 17, -8, 4, 1]","[0.20833333333333331, 'ZeroDivisionError', 0.07692307692307693, -0.07142857142857142, 0.16666666666666666, 0.25, -0.14285714285714285, -0.09090909090909091]","[0.3333333333333333, -0.2, -0.2, -0.1, -1.0, 0.058823529411764705, -0.125, 1.0]","[-20, -20, 32, -96, 20, 84, -60, -40]","[12, -20, -20, -40, -4, 68, -32, 4]","[-16, -1, -13, 9, 6, 8, -1, -17]","[-8, -5, 1, 3, 17, -5, -1, -10]","[-5, -5, 8, -24, 5, 21, -15, -10]","[-16, -1, -13, 9, 6, 8, -1, -17]","[3, 3, 16, -16, 13, 29, -7, -2]","[-20, -20, 32, -96, 20, 84, -60, -40]",error,"[-5, -5, 8, -24, 5, 21, -15, 8, -10]","[-5, -5, 8, -24, 5, 21, -10]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
2026,[],[],[],[],[],[],[8],[4],[],[],[],[],[],[],[],[],[],[],[],[8],[],No-violate,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,0,1
2027,"[5, -1, -19, -16, 4]","[2, 1, -7, -7, 12]","[13, 7, -11, -8, 12]","[6, 5, -3, -3, 16]","[5, -1, -19, 4]","[2, 1, -7, 12]","[5, -1, 8, -19, -16, 4]","[2, 1, 4, -7, -7, 12]","[0.8333333333333333, 0.5, -0.22619047619047616, -0.25396825396825395, -0.04166666666666667]","[0.5, 1.0, -0.14285714285714285, -0.14285714285714285, 0.08333333333333333]","[20, -4, -76, -64, 16]","[8, 4, -28, -28, 48]","[-16, 10, -10, -7, -4]","[-7, 12, 2, 1, -7]","[5, -1, -19, -16, 4]","[-16, 10, -10, -7, -4]","[13, 7, -11, -8, 12]","[20, -4, -76, -64, 16]","[0.8333333333333333, 0.5, -0.22619047619047616, -0.25396825396825395, -0.04166666666666667]","[5, -1, 8, -19, -16, 4]","[5, -1, -19, 4]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
2028,"[-9, -20, -23, -9, -25, -17, -2, -22, -7, -20, -2, -20]","[7, -6, -6, -5, -13, -4, -7, -15, -2, -3, -5, -2]","[-1, -12, -15, -1, -17, -9, 6, -14, 1, -12, 6, -12]","[11, -2, -2, -1, -9, 0, -3, -11, 2, 1, -1, 2]","[-20, -23, -9, -25, -17, -2, -22, -7, -20, -2, -20]","[-6, -6, -5, -13, -4, -7, -15, -2, -3, -5, -2]","[-9, -20, -23, -9, -25, -17, -2, -22, -7, -20, -2, -20, 8]","[7, -6, -6, -5, -13, -4, -7, -15, -2, -3, -5, -2, 4]","[0.08035714285714285, -0.23809523809523808, -0.22549019607843135, -0.45, -0.16025641025641024, -0.3269230769230769, 0.05714285714285716, -0.2095238095238095, -0.7, -0.39215686274509803, 0.1333333333333333, -0.5555555555555556]","[0.14285714285714285, -0.16666666666666666, -0.16666666666666666, -0.2, -0.07692307692307693, -0.25, -0.14285714285714285, -0.06666666666666667, -0.5, -0.3333333333333333, -0.2, -0.5]","[-36, -80, -92, -36, -100, -68, -8, -88, -28, -80, -8, -80]","[28, -24, -24, -20, -52, -16, -28, -60, -8, -12, -20, -8]","[0, -18, -21, 10, -25, -12, -31, -15, -27, -8, -10, -19]","[-5, -6, -4, 7, -7, -5, -15, -2, -13, -3, -6, -2]","[-9, -20, -23, -9, -25, -17, -2, -22, -7, -20, -2, -20]","[0, -18, -21, 10, -25, -12, -31, -15, -27, -8, -10, -19]","[-1, -12, -15, -1, -17, -9, 6, -14, 1, -12, 6, -12]","[-36, -80, -92, -36, -100, -68, -8, -88, -28, -80, -8, -80]","[0.08035714285714285, -0.23809523809523808, -0.22549019607843135, -0.45, -0.16025641025641024, -0.3269230769230769, 0.05714285714285716, -0.2095238095238095, -0.7, -0.39215686274509803, 0.1333333333333333, -0.5555555555555556]","[-9, -20, -23, -9, -25, -17, -2, -22, -7, -20, -2, -20, 8]","[-20, -23, -9, -25, -17, -2, -22, -7, -20, -2, -20]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
2029,[],[],[],[],[],[],[8],[4],[],[],[],[],[],[],[],[],[],[],[],[8],[],No-violate,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,0,1
2030,[4],[2],[12],[6],[],[],"[4, 8]","[2, 4]",[1.0],[0.5],[16],[8],[4],[2],[4],[4],[12],[16],[1.0],"[4, 8]",[],No-violate,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0,0
2031,"[-14, -1, -6, 15]","[2, 16, -4, 5]","[-6, 7, 2, 23]","[6, 20, 0, 9]","[-1, -6, 15]","[16, -4, 5]","[-14, -1, -6, 8, 15]","[2, 16, -4, 4, 5]","[0.4375, 0.003676470588235295, -0.75, 0.30000000000000004]","[0.5, 0.0625, -0.25, 0.2]","[-56, -4, -24, 60]","[8, 64, -16, 20]","[6, 0, -11, -1]","[-4, 2, 5, 16]","[-14, -1, -6, 15]","[6, 0, -11, -1]","[-6, 7, 2, 23]","[-56, -4, -24, 60]","[0.4375, 0.003676470588235295, -0.75, 0.30000000000000004]","[-14, -1, -6, 8, 15]","[-1, -6, 15]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
2032,"[-3, -22, -22]","[-11, -7, -10]","[5, -14, -14]","[-7, -3, -6]","[-3, -22]","[-11, -7]","[8, -3, -22, -22]","[4, -11, -7, -10]","[0.03409090909090909, -0.2095238095238095, -0.18333333333333335]","[-0.09090909090909091, -0.14285714285714285, -0.1]","[-12, -88, -88]","[-44, -28, -40]","[-23, -22, -2]","[-11, -7, -10]","[-3, -22, -22]","[-23, -22, -2]","[5, -14, -14]","[-12, -88, -88]","[0.03409090909090909, -0.2095238095238095, -0.18333333333333335]","[8, -3, -22, -22]","[-3, -22]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
2033,"[-2, -4, -11, -15, -18, -3, 3, -1, -15]","[-4, 0, -7, -7, -9, -3, -3, 1, -8]","[6, 4, -3, -7, -10, 5, 11, 7, -7]","[0, 4, -3, -3, -5, 1, 1, 5, -4]","[-2, -4, -11, -15, -18, -3, 3, -1]","[-4, 0, -7, -7, -9, -3, -3, 1]","[8, -2, -4, -11, -15, -18, -3, 3, -1, -15]","[4, -4, 0, -7, -7, -9, -3, -3, 1, -8]","[0.25, -0.25, -0.25, -0.125, -0.1111111111111111, 'ZeroDivisionError', 0.16666666666666666, -0.5, -0.14285714285714285]","[-0.25, 'ZeroDivisionError', -0.14285714285714285, -0.14285714285714285, -0.1111111111111111, -0.3333333333333333, -0.3333333333333333, 1.0, -0.125]","[-8, -16, -44, -60, -72, -12, 12, -4, -60]","[-16, 0, -28, -28, -36, -12, -12, 4, -32]","[-15, -3, -4, -12, 3, -13, -15, 2, -9]","[-7, 1, -4, -3, -3, -9, -8, 0, -7]","[-2, -4, -11, -15, -18, -3, 3, -1, -15]","[-15, -3, -4, -12, 3, -13, -15, 2, -9]","[6, 4, -3, -7, -10, 5, 11, 7, -7]","[-8, -16, -44, -60, -72, -12, 12, -4, -60]",error,"[8, -2, -4, -11, -15, -18, -3, 3, -1, -15]","[-2, -4, -11, -15, -18, -3, 3, -1]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
2034,"[-13, -12, -11, -12, -20]","[0, -13, -15, -5, -5]","[-5, -4, -3, -4, -12]","[4, -9, -11, -1, -1]","[-13, -11, -12, -20]","[0, -15, -5, -5]","[-13, -12, 8, -11, -12, -20]","[0, -13, 4, -15, -5, -5]","[-0.07692307692307693, 1.0, 0.25, -0.14285714285714285, -0.06666666666666667]","['ZeroDivisionError', -0.07692307692307693, -0.06666666666666667, -0.2, -0.2]","[-52, -48, -44, -48, -80]","[0, -52, -60, -20, -20]","[-14, -20, -18, -20, 4]","[-15, -5, -5, -13, 0]","[-13, -12, -11, -12, -20]","[-14, -20, -18, -20, 4]","[-5, -4, -3, -4, -12]","[-52, -48, -44, -48, -80]",error,"[-13, -12, 8, -11, -12, -20]","[-13, -11, -12, -20]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
2035,[0],[7],[8],[11],[],[],"[0, 8]","[7, 4]",[0.0],[0.14285714285714285],[0],[28],[0],[7],[0],[0],[8],[0],[0.0],"[0, 8]",[],No-violate,No-violate,Violate,Violate,No-violate,No-violate,0,0,1,1,0,0
2036,[],[],[],[],[],[],[8],[4],[],[],[],[],[],[],[],[],[],[],[],[8],[],No-violate,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,0,1
2037,"[4, 9, -5]","[-1, 3, 0]","[12, 17, 3]","[3, 7, 4]","[9, -5]","[3, 0]","[8, 4, 9, -5]","[4, -1, 3, 0]","[-0.8, 0.5, -0.2]","[-1.0, 0.3333333333333333, 'ZeroDivisionError']","[16, 36, -20]","[-4, 12, 0]","[-6, 6, 8]","[-1, 0, 3]","[4, 9, -5]","[-6, 6, 8]","[12, 17, 3]","[16, 36, -20]",error,"[8, 4, 9, -5]","[9, -5]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
2038,"[-7, 21, 15, -17, -4, 9, 0, 14, -11, 1, 20]","[-10, 13, 7, -16, 0, 13, -3, 13, 0, -14, 7]","[1, 29, 23, -9, 4, 17, 8, 22, -3, 9, 28]","[-6, 17, 11, -12, 4, 17, 1, 17, 4, -10, 11]","[-7, 21, 15, -17, -4, 9, 0, 14, 1, 20]","[-10, 13, 7, -16, 0, 13, -3, 13, -14, 7]","[-7, 21, 15, -17, -4, 9, 8, 0, 14, -11, 1, 20]","[-10, 13, 7, -16, 0, 13, 4, -3, 13, 0, -14, 7]","[0.2333333333333333, 0.20192307692307693, 0.26785714285714285, -1.0625, -0.25, -0.25, 0.3333333333333333, 1.0, -0.09090909090909091, 0.06666666666666667, 0.07692307692307693]","[-0.1, 0.07692307692307693, 0.14285714285714285, -0.0625, 'ZeroDivisionError', 0.07692307692307693, -0.3333333333333333, 0.07692307692307693, 'ZeroDivisionError', -0.07142857142857142, 0.14285714285714285]","[-28, 84, 60, -68, -16, 36, 0, 56, -44, 4, 80]","[-40, 52, 28, -64, 0, 52, -12, 52, 0, -56, 28]","[-4, 12, -8, 0, 15, 26, -13, -7, 28, -11, 3]","[0, 13, -16, -3, 7, 13, -14, -10, 13, 0, 7]","[-7, 21, 15, -17, -4, 9, 0, 14, -11, 1, 20]","[-4, 12, -8, 0, 15, 26, -13, -7, 28, -11, 3]","[1, 29, 23, -9, 4, 17, 8, 22, -3, 9, 28]","[-28, 84, 60, -68, -16, 36, 0, 56, -44, 4, 80]",error,"[-7, 21, 15, -17, -4, 9, 8, 0, 14, -11, 1, 20]","[-7, 21, 15, -17, -4, 9, 0, 14, 1, 20]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
2039,"[-4, -6, 6, -1, 1, 3, -2]","[-2, -5, 4, -3, -1, 1, 2]","[4, 2, 14, 7, 9, 11, 6]","[2, -1, 8, 1, 3, 5, 6]","[-4, -6, -1, 1, 3, -2]","[-2, -5, -3, -1, 1, 2]","[-4, -6, 6, -1, 1, 8, 3, -2]","[-2, -5, 4, -3, -1, 4, 1, 2]","[-1.0, -1.2, 0.75, 0.16666666666666669, -0.5, 1.5, 0.25]","[-0.5, -0.2, 0.25, -0.3333333333333333, -1.0, 1.0, 0.5]","[-16, -24, 24, -4, 4, 12, -8]","[-8, -20, 16, -12, -4, 4, 8]","[2, 1, 3, 0, 1, -9, -1]","[4, -1, 1, -2, 2, -5, -3]","[-4, -6, 6, -1, 1, 3, -2]","[2, 1, 3, 0, 1, -9, -1]","[4, 2, 14, 7, 9, 11, 6]","[-16, -24, 24, -4, 4, 12, -8]","[-1.0, -1.2, 0.75, 0.16666666666666669, -0.5, 1.5, 0.25]","[-4, -6, 6, -1, 1, 8, 3, -2]","[-4, -6, -1, 1, 3, -2]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
2040,"[11, -1, 21, 0, 25, 8, 29, 13, 15, 27, 3]","[15, 4, 8, 10, 8, -3, 16, 15, 10, 16, 2]","[19, 7, 29, 8, 33, 16, 37, 21, 23, 35, 11]","[19, 8, 12, 14, 12, 1, 20, 19, 14, 20, 6]","[11, -1, 21, 0, 25, 29, 13, 15, 27, 3]","[15, 4, 8, 10, 8, 16, 15, 10, 16, 2]","[11, 8, -1, 21, 0, 25, 8, 29, 13, 15, 27, 3]","[15, 4, 4, 8, 10, 8, -3, 16, 15, 10, 16, 2]","[-0.18333333333333335, 0.04999999999999999, 0.20192307692307693, 0.0, 0.18382352941176472, -0.2424242424242424, 0.13942307692307693, -0.43333333333333335, 0.30000000000000004, 0.1534090909090909, 1.5]","[0.06666666666666667, 0.25, 0.125, 0.1, 0.125, -0.3333333333333333, 0.0625, 0.06666666666666667, 0.1, 0.0625, 0.5]","[44, -4, 84, 0, 100, 32, 116, 52, 60, 108, 12]","[60, 16, 32, 40, 32, -12, 64, 60, 40, 64, 8]","[15, 21, 32, 17, 6, 13, 19, -5, 10, 6, 17]","[2, 10, 15, 4, 10, 8, 8, -3, 15, 16, 16]","[11, -1, 21, 0, 25, 8, 29, 13, 15, 27, 3]","[15, 21, 32, 17, 6, 13, 19, -5, 10, 6, 17]","[19, 7, 29, 8, 33, 16, 37, 21, 23, 35, 11]","[44, -4, 84, 0, 100, 32, 116, 52, 60, 108, 12]","[-0.18333333333333335, 0.04999999999999999, 0.20192307692307693, 0.0, 0.18382352941176472, -0.2424242424242424, 0.13942307692307693, -0.43333333333333335, 0.30000000000000004, 0.1534090909090909, 1.5]","[11, 8, -1, 21, 0, 25, 8, 29, 13, 15, 27, 3]","[11, -1, 21, 0, 25, 29, 13, 15, 27, 3]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
